site_key,name_en,unesco_id,category,criteria_display,criteria_count,countries,region,continent,latitude,longitude,inscription_year,inscription_decade,age_years,is_transboundary,is_endangered,area_hectares,has_image,components_count,geographic_type,unesco_url,description_en
putorana_plateau,Putorana Plateau,1234,Natural,(vii)(ix),2,RUS,Europe and North America,Europe,,,2010,2010s,15,False,False,1887251,True,1,Mountain,https://whc.unesco.org/en/list/1234,"This site coincides with the area of the Putoransky State Nature Reserve, and is located in the central part of the Putorana Plateau in northern Central Siberia. It is situated about 100 km north of the Arctic Circle. The part of the plateau inscribed on the World Heritage List harbours a complete set of subarctic and arctic ecosystems in an isolated mountain range, including pristine taiga, forest tundra, tundra and arctic desert systems, as well as untouched cold-water lake and river systems. "
uruq_bani_maarid,‘Uruq Bani Ma’arid,1699,Natural,(vii)(ix),2,SAU,Arab States,Asia,,,2023,2020s,2,False,False,1276500,True,1,Desert,https://whc.unesco.org/en/list/1699,"The property encompasses the western part of the greatest expanse of windblown sand on Earth, known as Ar Rub' al-KhaIi, and conserves a portion of one of the Earth’s most spectacular desert landscapes. The varied topography of the property creates a wide range of ecosystems. The site is globally notable due to the reintroduction of iconic desert animals, including the Arabian Oryx (Oryx leucoryx) and Arabian Sand Gazelle (Gazella marica). In the case of the oryx, this was after decades of extin"
san_marino_historic_centre_and_mount_titano,San Marino Historic Centre and Mount Titano,1245,Cultural,(iii),1,SMR,Europe and North America,Europe,,,2008,2000s,17,False,False,55,True,1,Urban,https://whc.unesco.org/en/list/1245,"San Marino Historic Centre and Mount Titano covers 55 ha, including Mount Titano and the historic centre of the city which dates back to the foundation of the republic as a city-state in the 13th century. San Marino is inscribed as a testimony to the continuity of a free republic since the Middle Ages. The inscribed city centre includes fortification towers, walls, gates and bastions, as well as a neo-classical basilica of the 19th century, 14th and 16th century convents, and the Palazzo Publico"
rock_art_in_the_hail_region_of_saudi_arabia,Rock Art in the Hail Region of Saudi Arabia,1472,Cultural,(i)(iii),2,SAU,Arab States,Asia,,,2015,2010s,10,False,False,2043.8,True,2,Desert,https://whc.unesco.org/en/list/1472,This property includes two components situated in a desert landscape: Jabel Umm Sinman at Jubbah and the Jabal al-Manjor and Raat at Shuwaymis. A lake once situated at the foot of the Umm Sinman hill range that has now disappeared used to be a source of fresh water for people and animals in the southern part of the Great Narfoud Desert. The ancestors of today’s Arab populations have left traces of their passages in numerous petroglyphs and inscriptions on the rock face. Jabal al-Manjor and Raat 
island_of_saint_louis,Island of Saint-Louis,956,Cultural,(ii)(iv),2,SEN,Africa,Africa,,,2000,2000s,25,False,False,0,True,1,Coastal,https://whc.unesco.org/en/list/956,"Founded as a French colonial settlement in the 17th century, Saint-Louis was urbanised in the mid-19th century. It was the capital of Senegal from 1872 to 1957 and played an important cultural and economic role in the whole of West Africa. The location of the town on an island at the mouth of the Senegal River, its regular town plan, the system of quays, and the characteristic colonial architecture give Saint-Louis its distinctive appearance and identity."
stari_ras_and_sopocani,Stari Ras and Sopoćani,96,Cultural,(i)(iii),2,SRB,Europe and North America,Europe,,,1979,1970s,46,False,False,198.72,True,4,Cultural Landscape,https://whc.unesco.org/en/list/96,"On the outskirts of Stari Ras, the first capital of Serbia, there is an impressive group of medieval monuments consisting of fortresses, churches and monasteries. The monastery at Sopoćani is a reminder of the contacts between Western civilization and the Byzantine world."
bardejov_town_conservation_reserve,Bardejov Town Conservation Reserve,973,Cultural,(iii)(iv),2,SVK,Europe and North America,Europe,,,2000,2000s,25,False,False,23.6,True,1,Urban,https://whc.unesco.org/en/list/973,"Bardejov is a small but exceptionally complete and well-preserved example of a fortified medieval town, which typifies the urbanisation in this region. Among other remarkable features, it also contains a small Jewish quarter around a fine 18th-century synagogue."
the_emergence_of_modern_human_behaviour_the_pleistocene_occupation_sites_of_south_africa,The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,1723,Cultural,(iii)(iv)(v),3,ZAF,Africa,Africa,,,2024,2020s,1,False,False,57.4,True,3,Cultural Landscape,https://whc.unesco.org/en/list/1723,"This serial property contributes to the understanding of the origin of behaviourally modern humans, their cognitive abilities and cultures, and the climatic transitions that they survived. It is composed of three dispersed archaeological sites, Diepkloof Rock Shelter, Pinnacle Point Site Complex, and Sibhudu Cave, located in the Western Cape and KwaZulu-Natal provinces of South Africa. These sites provide the most varied and best-preserved record known of the development of modern human behaviou"
barberton_makhonjwa_mountains,Barberton Makhonjwa Mountains,1575,Natural,(viii),1,ZAF,Africa,Africa,,,2018,2010s,7,False,False,113137,True,1,Mountain,https://whc.unesco.org/en/list/1575,"Situated in north-eastern South Africa, the Barberton Makhonjwa Mountains comprises 40% of the Barberton Greenstone Belt, one of the world’s oldest geological structures. The property represents the best-preserved succession of volcanic and sedimentary rock dating back 3.6 to 3.25 billion years and forms a diverse repository of information on surface conditions, meteorite impacts, volcanism, continent-building processes and the environment of early life."
the_works_of_joze_plecnik_in_ljubljana_human_centred_urban_design,The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,1643,Cultural,(iv),1,SVN,Europe and North America,Europe,,,2021,2020s,4,False,False,19.138,True,7,Urban,https://whc.unesco.org/en/list/1643,"The works Jože Plečnik carried in Ljubljana between World War I and World War II present an example of a human centred urban design that successively changed the identity of the city following the dissolution of the Austro-Hungarian Empire, when it changed from a provincial city into the symbolic capital of the Slovenian people. The architect Jože Plečnik contributed to this transformation with his personal, profoundly human vision for the city, based on an architectural dialogue with the older "
fossil_hominid_sites_of_south_africa,Fossil Hominid Sites of South Africa,915,Cultural,(iii),1,ZAF,Africa,Africa,,,1999,1990s,26,False,False,0,True,3,River/Valley,https://whc.unesco.org/en/list/915,"The Taung Skull Fossil Site, part of the extension to the site inscribed in 1999, is the place where in 1924 the celebrated Taung Skull – a specimen of the species Australopithecus africanus – was found. Makapan Valley, also in the site, features in its many archaeological caves traces of human occupation and evolution dating back some 3.3 million years. The area contains essential elements that define the origin and evolution of humanity. Fossils found there have enabled the identification of s"
robben_island,Robben Island,916,Cultural,(iii),1,ZAF,Africa,Africa,,,1999,1990s,26,False,False,475,True,1,Coastal,https://whc.unesco.org/en/list/916,"Robben Island was used at various times between the 17th and 20th centuries as a prison, a hospital for socially unacceptable groups and a military base. Its buildings, particularly those of the late 20th century such as the maximum security prison for political prisoners, witness the triumph of democracy and freedom over oppression and racism."
mapungubwe_cultural_landscape,Mapungubwe Cultural Landscape,1099,Cultural,(ii)(iii)(iv)(v),4,ZAF,Africa,Africa,,,2003,2000s,22,False,False,28168.6602,True,1,River/Valley,https://whc.unesco.org/en/list/1099,"Mapungubwe is set hard against the northern border of South Africa, joining Zimbabwe and Botswana. It is an open, expansive savannah landscape at the confluence of the Limpopo and Shashe rivers. Mapungubwe developed into the largest kingdom in the sub-continent before it was abandoned in the 14th century. What survives are the almost untouched remains of the palace sites and also the entire settlement area dependent upon them, as well as two earlier capital sites, the whole presenting an unrival"
khomani_cultural_landscape,ǂKhomani Cultural Landscape,1545,Cultural,(v),1,ZAF,Africa,Africa,,,2017,2010s,8,False,False,959100,True,1,Desert,https://whc.unesco.org/en/list/1545,"The ǂKhomani Cultural Landscape is located at the border with Botswana and Namibia in the northern part of the country, coinciding with the Kalahari Gemsbok National Park (KGNP). The large expanse of sand contains evidence of human occupation from the Stone Age to the present and is associated with the culture of the formerly nomadic ǂKhomani San people and the strategies that allowed them to adapt to harsh desert conditions. They developed a specific ethnobotanical knowledge, cultural practices"
cave_of_altamira_and_paleolithic_cave_art_of_northern_spain,Cave of Altamira and Paleolithic Cave Art of Northern Spain,310,Cultural,(i)(iii),2,ESP,Europe and North America,Europe,,,1985,1980s,40,False,False,0,True,18,Cultural Landscape,https://whc.unesco.org/en/list/310,"Seventeen decorated caves of the Paleolithic age were inscribed as an extension to the Altamira Cave, inscribed in 1985. The property will now appear on the List as Cave of Altamira and Paleolithic Cave Art of Northern Spain. The property represents the apogee of Paleolithic cave art that developed across Europe, from the Urals to the Iberian Peninusula, from 35,000 to 11,000 BC. Because of their deep galleries, isolated from external climatic influences, these caves are particularly well preser"
